project_year,project_id,country_application,country_application_name,country_impact,country_impact_name,orig_country_application,orig_country_application_name,orig_country_impact,orig_country_impact_name,change_comment,project_name,institution,project_location_1,project_location_2,is_deleted,delete_comment,sectors,project_summary,project_details,project_details_other
2012,174,SB,Solomon Islands,SB,Solomon Islands,SB,Solomon Islands,SB,Solomon Islands,,Solomon Islands Women's Rights Advocacy Project,Solomon Islands,,Solomon Islands,0,,[''],"The project aims to educate women about their rights as contaiuned in the country's national laws and international conventions. The information will be distributed to the women through Medium and shortwave radio programs, training to advocates of women rights, publication of educational materials and the engagement of lawyers to explains laws relating to women's rights.",,"
Only when women are at peace and are freely exercising their rights will they be able to involve in enterprising activities. Therefore in a country like Solomon islands, education for women of their rights is paramount to the emergence of other activities. Women feel threatened by the male dominated society and it is also important that men are educated about what they should and should not do to the detrimental of the rights of women for equal treatment and at home, at work place and the right to enter politics or commerce. 
My perosn sources of inspiration depended vry much on how my mother had strived through night and day, good and bad rich or poor to put something on the table for me and my brothers and sisters. Whenever she's sick because of illness or abuse, we will not have food on the table.
\A sick mother is a sick family\""."""
2012,175,VN,Viet Nam,VN,Viet Nam,VN,Viet Nam,VN,Viet Nam,,"EMPOWERING THE MUONG ETHNIC MINORITY WOMEN AND GIRLS IN TU NE COMMUNE, TAN LAC DISTRICT, HOA BINH PROVINCE","Tu Ne commune, Tan Lac District, Hoa Binh province, Vietnam",,Vietnam,0,,[''],"This proposed project is designed to empower the Muong women and their daughters by increasing their income through improving their production, business, and negotiating skills. Part of the profits will be used to support the girlsâ€™ education, which in turn will encourage young girls to build a life within their community while connecting with wider social and economic systems in the region.",,"
I am so lucky that I could go to college and could do what I want to do. In my country, I have seen many women, who are very intelligent, but did not have a chance to go to college. They end up working hard, but earn much less than men do. The reason is due to persistent patriarchal norms at the village level, which have been virtually excluded women from high return jobs. Further, due to the persistence of patriarchal values, men are always respected and women are disregarded. As such, parents always choose to send their sons, instead of daughters, to school for higher education. Many women have to give up their dreams, stay at home or get married at a very early age. I have a strong belief that the best way to help them to pursue higher education and build a better life in the society is to help them become more economically independent. Through entrepreneurship, women will have opportunities to connect with wider social and economic systems in the region and as a result, they can build up their communicating, marketing and negotiating skills, an experience that they have never gone through themselves. Therefore, I am confident that entrepreneurship is one of the most efficient ways to help women and girls improve their status and gain more respect from the society.   
My mother is my personal source of inspiration. Although it is very common in our country that parents often impose their ideas on their children, my mother has never done that to me. She always gives me her opinions and good pieces of advices when I encounter any problem. However, she lets me make the final decision myself, which has later turned me into an independent girl. While the majority of women at her age consider boys more important than girls, she is not influenced by the ideology and this explains why everyone is equal in my family. My brother and I always share or take turn to do the housework to help my parents. My mother is a great mom. Although she is very smart, she did not have the opportunity to go to college, since my grand parents were so poor that they could not afford to send her to college . As a result, she has been working so hard to make sure that my brother and I could go to college.  She is a role model to me.  That explains why I always want to help every woman so that they will be well-educated and successful, and more importantly recognized by the society. 
Sometimes life is gonna hit you in your head with a brick. Donâ€™t lose faith!"
2012,176,KE,Kenya,KE,Kenya,KE,Kenya,KE,Kenya,,THE OSILIGI PROJECT: EMPOWERING MAASAI GIRLS TO CURB FEMALE GENITAL MUTILATION AND EARLY MARRIAGES,"Narok County, Kenya",,Kenya,0,,[''],"_x000D_
The Osiligi project gives hope to young Maasai Girls who have been circumcised, married off and those about to undergo this. Our objective is to equip the Girls with entrepreneurial skills which will help in poverty alleviation, one of the driving factors of early marriages. Community elders will also be taught on disadvantages of circumcision so as to curb these practices completely._x000D_
",,"
African progress toward achieving gender equality and women empowerment has been modest especially in reserved cultures like the Maasai. Having come from the Maasai community myself, I have witnessed many difficulties that women face. They are considered inferior to men and are not allowed to make any decisions for themselves. This has led them to believe that they cannot survive on their own and therefore making them fully dependent on men.  They have no right to express themselves or make any choices even on important issues affecting them like education, employment, property ownership, marriage and so on._x000D_
This perception has resulted in women being subjected to rampant discrimination and harsh traditional practices without any opportunity to defend themselves. This in turn has led to illiteracy among women, sexual and gender based violence, lack of economic opportunities and political participation. Such insights are unacceptable and against human rights which is an essential component in any democratic society. _x000D_
I believe that women empowerment is crucial in any society that seeks to achieve prosperity. This is because as women progress everyone in the society benefits including men. The first step to be taken in breaking the traditional notion that women are inferior is to empower women socially, economically and politically so that they can exploit their potential. There is also need to establish both community and national plans and strategies to take gender issues into account._x000D_
_x000D_
_x000D_
_x000D_
_x000D_
_x000D_

My parents are my greatest source of inspiration. This is because they defied the notion in my community that education is not worthy and instead, they worked hard to educate me and my five siblings. They always encourage us to move forth and achieve our dreams and are always there for us when we need them. Despite criticism from community members, they refused to adhere to appalling cultural practices like female circumcision and early marriage. Instead, they gave us the key to life; education. They treated all of us equally and not according to our gender. I am who I am today because of them.	
You can have anything you want if you are willing to give up belief that you canâ€™t have it."
2012,177,TZ,"Tanzania, United Republic of",TZ,"Tanzania, United Republic of",TZ,"Tanzania, United Republic of",TZ,"Tanzania, United Republic of",,"Provision of Entrepreneurial skills,simple technology and Loans to 250 women in Matombo village.","Matombo village in Morogoro region-Tanzania,East Africa.",,"Tanzania, United Republic of",0,,[''],"The project aimed at giving business training and small loans to women to help them to set up small enterprises so as to facilitate self help spirit among them._x000D_
The direct beneficiaries are women in the Matombo village and the indirect beneficiaries are their families and the people who they employ.",,"
Tanzania has experienced economic growth for more than a decade,yet such growth has not benefited all parts of the population especially women.Therefore this project aims to ensure that growth is sufficiently inclusive._x000D_
I am inspired to to support empowerment of women because i want to make additional efforts to bring down poverty.Matombo women are ready for changes but lack only the training and the means to bloom economically,therefore funding constraints have prevented them from fulfilling their commitments._x000D_
We need to advance the economic position of women in the village,strengthening their capacities,skills and expanding the oppotunities for them to more fully to develop their ecomic and social abilities.
 Reading books like Bible,Playing football and watching movies like Planet of the Apes,Back to  the Future..
_x000D_
    \Men are what their mothers made them\"""""
2012,178,MG,Madagascar,MG,Madagascar,MG,Madagascar,MG,Madagascar,,Support and accompanying of girls mother in the rural area of Fort Dauphin (Lokaro).,"Lokaro, Fort Dauphin, Madagascar",,Madagascar,1,duplicate of 293,[''],This project intends to integrate professionally mothersâ€™ girls in the rural area of Fort Dauphin (Lokaro). The objectives are to give professional training and to create an association which leads and manages the restaurant that will be created through PROJECT INPIRE fund. The major outcome is to influence the mentality of local community by empower women through their activities.,,"
Our usage and custom disadvantage the participation of girl and woman in activities which can empowerment themselves. They are not well considered and do not listen especially in rural area of Madagascar. They have no much education and consequently, cannot have a job that they would like to have. In some case, especially during this crisis, some parents exchange their daughter for money or zebu in order to help the family. However, only these little women pay the high price of this action. In order to help them, a long term activities is very welcome and entrepreneurship is the tool for reaching their goal. This will also a manner to sensitize and change the morality of population. 
My personal source inspiration is my Father. He was born in a very poor rural area of Antsirabe, was orphan and was very poor. So, he gone to Antananarivo and became one of their homeless people. Fortunately, a man helped him and gave home and education. As hard worker, he succeeds in his life. He helps many populations in rural area of his country of birth. Actually, I would like to follow his voice and want to help more people of my country through the creation of project where vulnerable people have chance for improvement of their life.
I leave in Madagascar and do many fieldworks through my job. I saw that in rural area, the usages and customs is very important. Many customs authorizes that daughters are exchange by a zebu. Unfortunately, some men seem to find benefits on it. This is very extreme in Lokaro where I find many girls less than 15 ages whose have a baby. They are leaved by their supposed husband without anything when they give birth. As young mother, I think that it is very regrettable because some of them would like to follow their study and to find a good job. As I have chance to have a good family, I would like to help them by creating a project suited on their region."
2012,179,UG,Uganda,UG,Uganda,UG,Uganda,UG,Uganda,,solution to poverty and hunger in Uganda,Kampala -Uganda,,Uganda,0,,[''],"We want to empower women through training them in income generating projects, with this they can be able to earn for their lives and support their families._x000D_
Under this project several women from the slums and very poor villages will have free opportunities to learn business related issues for example business set ups, management and marketing.",,"
I grew up with no proper family after i lost my Dad and mom when i was very young, i was taken up by distant auntie in the village who supported my primary education, she later died of AIDS too, then grew up with another Auntie in another village in the East of the Country through my secondary eduction. I started an NGO to help children and their mothers because of the life i have been through and therefore supporting women and children is my desire.
Bible
my people perish because of lack of Knowledge- bible_x000D_
"
2012,180,CM,Cameroon,CM,Cameroon,CM,Cameroon,CM,Cameroon,,Footsteps Inspire,"North West Region, Cameroon",,Cameroon,0,,[''],"Footsteps a young women Leadership and Economic Empowerment Program that will empower 50 young mothers with skills in Leadership, _x000D_
Entrepreneurship, Craft and Social networking. They will gain in-kind _x000D_
support (loans), technical follow up for their businesses and _x000D_
internal/external markets for their products. Some women and Alumni of _x000D_
FOOTSTEPS will carry out online activism and networking",,"
I am inspired to Facilitate Entrepreneurship development of youth and _x000D_
women by factors such as the poverty state of Cameroonians, the high _x000D_
level of unemployment, the little number of private owned enterprises, _x000D_
the poor perceptions on women in business, the poor financial management_x000D_
 skills of most businessmen as well as Public Offices, the poor economic_x000D_
 policies and the low involvement of women and youth in decision making _x000D_
at family and community level. _x000D_
_x000D_
However, I am encouraged when I study the cultures and factors _x000D_
responsible for the Israelâ€™s economic outburst (as outlined even in the _x000D_
book Startup Nation by Dan Senor and Saul Singer) and that of other _x000D_
developing economies like Nigeria, which has enabled their citizens to _x000D_
improve their lives and that of their families. _x000D_
_x000D_
The growing (though slowly) successes of small scale ventures, best _x000D_
practices and the governmentâ€™s desire to promote businesses at local _x000D_
levels are encouragement to me._x000D_
_x000D_
I will also say that Ophra Winfrey is a great inspiration to me with her_x000D_
 enterprising and philanthropic works as well as the opportunity to get _x000D_
hands-on training with more experienced business development consultants_x000D_
 has helped boost my works with youth and women. 
=- Kenneth Blanchard PhD.
\Everyone has peak performance potentials"
2012,181,,,,,,,,,,Women Empowerment,Soroti-Uganda,,,0,,[''],Youth Empowerment Initiative as a team in colaboration with Aminit VocationalTraining Institute seeks to empower the most needy and vulnerable women and girls with business ideas and skills and also start up  model business projects that can let them lead a relatively improved life by increasing their domestic incomes. This will be done by training them on relevant entreprenuarship skills.,,
2012,182,CM,Cameroon,CM,Cameroon,CM,Cameroon,CM,Cameroon,,The BELLA project,"Bafoussam, Cameroon",,Cameroon,0,,[''],The BELLA project is a women empowerment initiative that seeks to improve the living conditions of underprivileged women and girls in Cameroon through poverty reduction and job creation. It aims at offering free training on aesthetics; entrepreneurship; leadership; lifeskills; and small business management skills; technical and small business grants assistance to the girls after their training.,,"
I believe that women and girls have a key role in the development process of a nation who wants to build a fair and strong society. Women in Cameroon have always been relegated to an inferior social status and her place has always been considered to be in the kitchen. My mother, just to name this one example I best know, suffered a lot from this injustice. Her courage and strength has been a great lesson for me, because despite her low level of education and her advanced age, she struggled to set up a small business which helps her care for her needs and that of her small family today. Now I know that empowering women can accelerate economic growth and poverty reduction in underdeveloped country like ours. So I decided to use a great portion of my time to work on women empowerment issues, especially women entrepreneurship.
Naturally, and first of all, my dear mom. I have met a lot of women and girls in my experience as a community volunteer. Most of them being very passionate about creating a better world around them. Each time I worked or carry out an activity with alongside women or girls, I learned something, I got inspired by them. I can say that all these little and everyday inspiration gathered constitute my greatest inspiration today. I must add that I have been particularly inspired by our great leader, NELSON MANDELA, from whom I learned that all we need to create change, to impact our personal lives and that of our entourage is a little bit of courage and strong will.
Be the change you want to see!"
2012,183,KE,Kenya,KE,Kenya,KE,Kenya,KE,Kenya,,Alive & Kicking Rural Ball Stitching Centre,"Kilifi, Kenya",,Kenya,0,,[''],"Hand stitching sports balls (footballs, netballs, volleyballs, handballs & rugby balls) to create employment in Rural Kenya (Kilifi District)with the aim of selling them to sustain the initiative. The local manufacture will promote sport in the area through availing quality, affordable & repairable balls.",,"
Support a woman and you've supported an entire family. A woman is more likely than a man to spend her earnings on supporting her family. As such, I support the empowerment of women because the more women are empowered economically, the more likely the standard of living of their families are improved.
My faith in God and the need to live out that faith which calls me to serve others in practical ways.
It's the little things that citizens do. That's what will make the difference."
2012,184,,,,,,,,,,Amala,Goba,,,0,,[''],"
> I am pleased to submit this proposal from borena amara wetatoc_x000D_
 mehaber/baya/ grassrot indigenous assocition in northern part of_x000D_
> ethiopia. requesting First peopleworld wide foundation to supportour_x000D_
> project ._x000D_
> We are happy to",,
2012,185,EG,Egypt,EG,Egypt,EG,Egypt,EG,Egypt,,b-a-b(be a bee),egypt,,Egypt,0,,[''],"we are encouraging women to contribute to each others lives through exchanging services .ie.we aim to construct a wesite where different women of different educational ackgrounds can simply sign in and offer any kind of service like (i cook delicious food, i ake ,i can baby sit your children at my house,i can drop your children off to schhool,etc..) .benefits are exchanged for monetary or others",,"
 we have to keep putting oil in it\"". 
\If you want a love message to be heard"
2012,186,KE,Kenya,KE,Kenya,KE,Kenya,KE,Kenya,,Thamani,Nairobi Kenya,,Kenya,0,,[''],"Thamani is a magazine that aims to empower young girls through the passing down of stories from different empowered women, both young and old. We are seeking funding to print and distribute the magazine to girl schools in Kenya with an emphasis on rural Kenya. ",,"
Empowering a girl means empowering her children and her children's children. In Kenya where there unemployment is so high entrepreneurship is the best way to empower women. 
My personal source of inspiration is the bible. 
Every thing you do affects the world you live in, its up to you to decide if the effects are positive or negative."
2012,187,SL,Sierra Leone,SL,Sierra Leone,SL,Sierra Leone,SL,Sierra Leone,,"Womenâ€™s Empowerment through Sustainable Life Skills Training,  Entreprenuership Skills Development and Business Empowerment.",Kossoh Town & the Surrounding Villages in the Western Rural Areas of Sierra Leone.,,Sierra Leone,0,,[''],This project seeks to create a supportive environment for the survival of Young women (destitute) in under-served communities through sustainable livelihood skills training to be accomplished by a small scale loan that will empower the beneficiaries to start their own businesses in their different communities.,,"
My personal source of inspiration is God's love towards mankind demonstrated above in the day time sky, when the sun shines its shines on both the good and the bad with no judgement.
Unknown 
\If you think small things cannot make a difference"
2012,188,TZ,"Tanzania, United Republic of",TZ,"Tanzania, United Republic of",TZ,"Tanzania, United Republic of",TZ,"Tanzania, United Republic of",,"Uyoga kwa Maendeleo: Empowering Women through High Value Crops in Rural Njombe, Tanzania","Ilembula, Njombe Tanzania",,"Tanzania, United Republic of",0,,[''],"Through Uyoga kwaMaendeleo Maria Polepole's passion is to transform the lives of women and adolescent girls in rural Njombe, south Tanzania. where a majority of the people are peasants. Women bear the brunt of rural poverty. The project will train over 100 women to grow high value quick-yeilding crops initially mushrooms, secure markets for their products, teach them business management and saving",,"
In rural Tanzania and my community in particular, women form the majority of the agriculture labour force and a lot of households are female headed. Economic activities and opportunities in this are very limited and most young women and girls tend to trek north to Dar-es-Salaam in search of economic opportunities. Often they end up in exploitative labour, sexual relations or opt for early marriages making them more susceptible to HIV and AIDS as well as early pregnancies. My dream is to increase womenâ€™s access to a regular income to support themselves and their families overcoming rural poverty. _x000D_
Through this project, I will extend skills in production of high value and quick yielding crops starting with mushrooms to women in Ilembula and support them access to local and national level markets. I am already doing this with one cluster of women but lack resources to extend the skills to other women or help the current group to produce more than enough to supplement household food. _x000D_

I am 27 years old and a student at the University of Dar es Salaam undertaking a degree in economics. My life bears testimony to the challenges of attaining education for girls in rural Africa. My mother is my source of inspiration. Despite being uneducated and a single mother she managed to take me through to secondary school, I passed my exams with flying colours but my mother could not afford fees for high school.  Even though I never attended high school, my encouraged me to be resilient. I was advised to join University through mature-age entry and I applied and got accepted. I am now in my final year at the University of Dar es Salaam. I learnt about growing mushrooms and immediately taught the skills to my mother and a few other women in my community. As a member of Camfed Association (Cama), an alumni network of Camfed beneficiaries that advocates on the importance of girlsâ€™ education, promotes young womenâ€™s leadership and supports young womenâ€™s economic independence,I want to significantly give back to my community through this project. 
Be the change you wish to see in the world"
2012,189,CM,Cameroon,CM,Cameroon,CM,Cameroon,CM,Cameroon,,Footsteps Inspire,"Bamenda, North West Cameroon",,Cameroon,1,duplicate of 180,[''],"FOOTSTEPS is a young women Leadership and Economic Empowerment Program that will empower 50 young mothers with skills in Leadership, _x000D_
Entrepreneurship, Craft and Social networking. They will gain in-kind _x000D_
support (loans), technical follow up for their businesses and _x000D_
internal/external markets for their products. Some women and Alumni of _x000D_
FOOTSTEPS will carry out online activism and networking",,"
\Everyone"
2012,190,UG,Uganda,UG,Uganda,UG,Uganda,UG,Uganda,,Building Rainwater Harvesting Systems and Storage Tanks for women and girls in Jinja district,"Butagaya sub county Jinja district, Uganda",,Uganda,0,,[''],"In Butagaya Sub County in Jinja, women and girls spend a minimum of three hours of their day fetching water. Our project will build rainwater harvesting systems and storage tanks while generating income for women.",,"
They are recognized as â€œFace of povertyâ€, Responsible for family well-being and lack skills and resources.
My role models who are women that have made it in life like Jean michaelle once a refugee and became governor general of Canada, Angie Elizabeth Brooks first woman president of Liberia, Miriam Makeba, Wangali mathaahi, woman activist Margaret Ekpo from Nigeria, first woman doctor Josephine Namboze in Uganda  among others.	
2.	â€œtrue success is the attainment of purpose without compromising core valuesâ€ _x000D_
â€œYou must give of yourself to get for yourself,_x000D_
Success is attained through the habit of being good and doing good to othersâ€._x000D_
"
2012,191,CM,Cameroon,CM,Cameroon,CM,Cameroon,CM,Cameroon,,Building Entrepreneurial skills in Widikum women through training and competition,"WIDIKUM VILLAGE, NORTH WEST REGION CAMEROON",,Cameroon,0,,[''],"Our project targets 50 women from this locality between the ages of 16-35 years. A workshop will be organized with experience facilitators from the field of business, mentoring and skill development. These women will be trained on business knowledge and life skills on starting and developing their own enterprises. They will be given the opportunity to design their own business plans.",,"
My personal source of inspiration steams from influential women from Africa who have demonstrated to the world that gender is no barrier to achievements such a President Ellen Francoise Foning of Cameroon, Johnson Sirleaf of Liberia and Wangari Mathaai founder of the Green Belt Movement._x000D_
I love meeting and working with women who stand as role models who inspire me to be what i want to be; an outstanding women with achievements and works to empower women.
James Allen's As a man thinketh.
\ As a man thinketh in his heart"
2012,192,US,United States,AF,Afghanistan,US,United States,US,United States,,"Women's Opportunities through Micro-finance, Entrepreneurship & Nutrition (WOMEN) Project",Northeast Afghanistan,,United States,0,,[''],"This project will help entrepreneurial women of Afghanistan build their livestock and agriculture activities into practical businesses through micro-loans, while simultaneously expanding services available in their communities. We will train 30 women to create a Association of Model Women Livestock and Agriculture Farmers who provide veterinary and agriculture services to their communities.",,"
Women are half the solution to the world's problems, and without them, full potential is stunted. By giving women and girls the tools to affect change, the course of villages, cities and nations can be steered towards a better future. 
The love of learning about diverse cultures inspires me. Creativity and art are also inspirational, and I seek out communities and activities that evoke innovation, harnessing creative energy to make change happen. 
How important it is for us to recognize and celebrate our heroes and she-roes!"
2012,193,KE,Kenya,KE,Kenya,KE,Kenya,KE,Kenya,,Project Inspire for Womenâ€™s Empowerment,KISUMU - KENYA,,Kenya,0,,[''],"Fountain Group was established at the beginning of 2004, at the youth center, primarily to facilitate communication between youth involved in gender front. The network also has members from the other regions, where there is a lot of activity on the gender front, along with a handful of subscribers from local communities _x000D_
Fountain youth group works closely with SOLIDARITY KENYA, a local NGO",,"
Surveys of women innovations in Kenya and AFRICA show that women's empowerment tend to have direct application to improving family and community wellbeing or increasing efficiency. _x000D_
Support of women's empowerment, recognition of their role as possessors of most of the indigenous knowledge in developing countries, and support of their potential for contributions are therefore critical to community development. _x000D_
Reasons for this include the benefits of taking advantage of their valuable resource for development, equity and recognition of the rights of women to equal access to personal and professional development, and benefiting from the skills and innovation that emerge from women's perspectives and responsibilities are great and as yet untapped_x000D_

We can do it . Anything can be done , if you believe enough 
Success is not final . Failure is not the end . What matters in this world is your courage to move forward ."
2012,194,GH,Ghana,GH,Ghana,GH,Ghana,GH,Ghana,,Changing the World of Head Porters,Accra - Ghana,,Ghana,0,,[''],To give Head Porters employable skills so that they can return to their homes in the Northern part of Ghana. Also to help them so they can encourage other women to stay and work there rather than coming to the cities to look non existing jobs.,,"
Kwegyir Aggrey said \if you educate a man you educate an individual but if you educate a woman you educate a whole nation\"". Women are more incline to taking care of the home. Unfortunately due to societal
Advocacy
When one door closes another opens. But often we look so long, so regretfully upon the closed door that we fail to see the one that has opened for us._x000D_
"
2012,195,NG,Nigeria,NG,Nigeria,NG,Nigeria,NG,Nigeria,,Livelihood skills education project,Nigeria,,Nigeria,0,,[''],livelihood skills education project which involves educating and training of disadvantaged women and girls on use of the farm produce for snacks production and packaging will enbale them to be self reliant and have sustainable means of income,,"
During my work in rural communities, my survey revealed that widows, childless women and orphans are financially dependent and resort to selling farm produce when harvested and this is seasonal. this inspired me to introduce these disadvantaged women and girls to various means by which their farm produce can be processed and the will be financially independent all year round.
my source of inspiration is interraction with rural men and women in communities and their tireless efforts to make ends meet but have no technical knowledge.
when there is life,there is hope"
2012,196,KE,Kenya,KE,Kenya,KE,Kenya,KE,Kenya,,Rags To Riches ,Nairobi,,Kenya,0,,[''],The project Rags to Riches is aimed at helping women at grassroots level attain better livelihoods through entrepreneurship.,,"
I believe that women account for a greater percentage of Development in any economy
Challenges that African women face in their quest to succeed in life
The will to win is not nearly as important as the will to prepare to win"
2012,197,AU,Australia,UG,Uganda,AU,Australia,AU,Australia,,Cents for Seeds,northern Uganda,,Australia,0,,[''],"The Cents for Seeds project is an agricultural micro-loan program that empowers local women. It aims to sustainably increase the skills, assets and income of families in Uganda. The targeted provision of a loan of seeds and tools, when coupled with education and skills training, provides an opportunity for entrepreneurship. Entrepreneurship can then empower entire communities to overcome poverty.",,"
I support the empowerment of women through entrepreneurship because I am believe in not only changing the lives of women by providing economic or financial opportunities, I also believe that women deserve the dignity of being empowered to become the makers of their own futures. By using entrepreneurship, women are empowered with their own skills and the ability to make decisions for themselves, without relying on others around them.
My personal source of inspiration comes from seeing humanity reach out and attempt to help one another in a way that is selfless, ambitious, and sometimes seen by others to be too big or too difficult. I am inspired by people who never give up, who always continue to pursue their goals despite hardship.
\To plant a seed is to believe in the future\"""""
2012,198,SG,Singapore,SG,Singapore,SG,Singapore,SG,Singapore,,The Corporate Hand,Singapore,,Singapore,0,,[''],"My aim is to help female elderly cleaners live a better life by appealing to white-collar workers in Singapore to give back. As the city state's economy continues to grow by leaps and bounds, the private sector should take time to show gratitude to the lower-skilled cleaners that give them a clean and conducive Singapore to work in.",,"
Because it is only fair I attempt to give back to the society that has given me so much over the past 25 years._x000D_
_x000D_
P.S. I apologise sincerely for the rushed project proposal due to lack of time. I am currently employed full time in a bank and only stumbled upon this amazing website 3 days ago. But I hope you'd appreciate my proposal nonetheless
God
He gave his strength to the weak, his substance to the poor, his sympathy to the suffering, his heart to God."
2012,199,IN,India,IN,India,IN,India,IN,India,,The Gudri Project,"Jaipur, Rajasthan, India",,India,0,,[''],"The Gudri Project takes one of Rajasthanâ€™s famous traditional crafts and transforms it into a sustainable business. Underprivileged, slum-dwelling women and girls are helped to form self-owned cooperatives and given vocational training, economic empowerment, sustainable income, savings advice, health awareness and education. The aim is to eradicate the root causes of poverty in their communities.",,"
 you are a leader.\""""
 do more and become more
\If your actions inspire others to dream more"
2012,200,PG,Papua New Guinea,PG,Papua New Guinea,PG,Papua New Guinea,PG,Papua New Guinea,,Strengthening the Partnerships Between Women Agricultural Producers and Commercial Entities,"Kundiawa and Port Moresby , Papua New Guinea",,Papua New Guinea,0,,[''],The project aims to create a medium of infromation exchange between Commercial Businesses and Rural based women agricultural producers. The main focus will be to conduct market research of commercial entities who source agricultural produce and supply this infomation to rural women involved in agriculture. The project will also facilitate provision of information to commercial entities.,,"
Give a man a fish and you feed him for a day. Teach a man to fish and you feed him for a lifetime.
Chinese Quote
I draw inspiration from the the persistence of the women in my rural area. They continue to struggle to live above pverty despite the many impediments that they face."
2012,201,KG,Kyrgyzstan,KG,Kyrgyzstan,KG,Kyrgyzstan,KG,Kyrgyzstan,,Business Leadership Women School,Kyrgyz Republic (Kyrgyzstan),,Kyrgyzstan,0,,[''],"48 new buildings were formed around Bishkek.In new area about 300,000 people live in want.In the most disadvantaged situation are girls and women without education.Our team proposal is to give business lessons and provide working places.Each participant will have a mentor,which will help prepare a business plan.Next step is a presentation of business plans,which will be invested by microfinance.",,"
Most people are much stronger than they think, they just sometimes forget to believe it.
Author unknown
The source of inspiration of mine is Kyrgyz women, among which are rare, striking examples of modern successful woman in a developing democracy and a free market economy."
2012,202,US,United States,IN,India,US,United States,US,United States,,E-Learning for Change,"Gujarat, India",,United States,0,,[''],"Using an E-Learning platform to modernize and expand training sessions for the Self Employed Women's Association (SEWA) Manager Ni School (SMS). SMS conducts training sessions on many topics, like Entrepreneurship Development, but is faced with overwhelming demand and some courses are hard to follow. E-Learning can elucidate concepts, increase computer literacy and help SMS reach more women. ",,"
\I am the Master of My Fate
 I am the Captain of My Soul.\""""
\Invictus\"" poem by William Ernest Henley"
2012,203,RW,Rwanda,RW,Rwanda,RW,Rwanda,RW,Rwanda,,"Health and social resilience promotion trough youth \ """,In Gasabo District-Rwanda,,Rwanda,0,,[''],"Convivial activities and youth friendly services to promote  interventions against HIV/AIDS,sexual reproductive health, family planning, male circumcision integration, and Entrepreneurship. As youth are beneficiaries among others , the association in collaboration with sector local authorities, will initiated an above mentioned  project, with youth dynamic training program initiation in community.",,"
Rwanda's Population is predominantly young and the majority is female. According to the National Institute of Statistics, 53% of the population aged below 20 years of age, which is consistent with findings of IDHS (2007/2008 IDHS). A Rwanda woman has an average of six babies in her life (Interim Demographic and Health Survey/IDHS, 2007/2008). The high fertility rate and population density contribute to development and economic constraints, and depletion of natural resources._x000D_
_x000D_
The IRDHS reported that 22.2% of females and 17.5 of males between 15-24 years have no education, 66.2% of females and 67.6% of males in the same age group attained primary education while only 11.6% of female and 14.9% of males in the same age bracket attained secondary education. Adolescents and young adults, in particular those out of school face limited employment option. As a result, most are engaged in low paying jobs due to limited skills. Inevitably, a scarcity of decent jobs and employment for youth, particularly for out-of-school adolescents and young adults makes them prone to vulnerability an exposure to exploitation. Harmful traditional practices which interfere with adolescent growth and development are not well documented in Rwanda._x000D_

Rwandan families and communities, research findings
Established in May 2011, Living With Happines-Icyemezo (LWHI), a non-profit organization has its headquarters office in Gasabo district, Rusororo sector with 14 members from various background such as clinical psychology, management, environmental health, psycho pedagogy, HIV & AIDS prevention, treatment and care, nursing, hotel management, etcâ€¦ _x000D_
The LWHI Association activities are oriented in specific interventions which sick to 1) access to community / proximity mental health care, 2) education, sensitization, awareness raising; and 3) increasing economic and socio-cultural opportunities. The empowerment programs aim at reinforcing of community membersâ€™ capacities to efficiently and effectively respond to causes and consequences of health problems and its related consequences. _x000D_
"
2012,204,NP,Nepal,NP,Nepal,NP,Nepal,NP,Nepal,,"'Achiever's and Change Maker's for future Nepal\"",Nepal""",,,Nepal,0,,[''],,,"
Media
Seeing the Women's conditions in Nepal.
For bringing them in a mainstream of the Nation in Nepal. Nepal is so underdeveloped country in the Nation so i would like to do such types of activities, even seeing my mother's painfully life in my home."
2012,205,IL,Israel,IL,Israel,IL,Israel,IL,Israel,,The â€œWomen Mentoring Women to Succeedâ€ Program,Jerusalem Israel,,Israel,0,,[''],"The \Women Mentoring Women to Succeed\"" Program boosts the chances of women entrepreneurs to open businesses by training experienced businesswomen to mentor them. The Mentors then volunteer their time and skills to mentor marginalized women entrepreneurs. The project also provides an â€œOpening a Small Businessâ€ course to the new entrepreneurs before being paired with a mentor.""",,"
\Give a (wo)man a fish and you feed him for a day. Teach a (wo)man to fish and you feed him for a lifetime!\""""
Chinese proverb
It's very inspiring to see the graduates of our program go out and empower other women in their lives, paying it forward and spreading the important values to help as many women as possible._x000D_
"
